neighbourhood,crime_type,year,population,crime_count,crime_rate
Tam O'Shanter-Sullivan,Auto Theft,2019,29970,24,81.25402
Tam O'Shanter-Sullivan,Auto Theft,2020,29970,37,123.4568
Tam O'Shanter-Sullivan,Break and Enter,2014,29970,49,173.5435
Tam O'Shanter-Sullivan,Break and Enter,2015,29970,68,241.2888
Tam O'Shanter-Sullivan,Break and Enter,2016,29970,62,219.5934
Tam O'Shanter-Sullivan,Break and Enter,2017,29970,54,188.4751
Tam O'Shanter-Sullivan,Break and Enter,2018,29970,77,264.6685
Tam O'Shanter-Sullivan,Break and Enter,2019,29970,67,226.8341
Tam O'Shanter-Sullivan,Break and Enter,2020,29970,54,180.1802
Tam O'Shanter-Sullivan,Homicide,2014,29970,0,0.0
Tam O'Shanter-Sullivan,Homicide,2015,29970,1,3.548364
Tam O'Shanter-Sullivan,Homicide,2016,29970,0,0.0
Tam O'Shanter-Sullivan,Homicide,2017,29970,0,0.0
Tam O'Shanter-Sullivan,Homicide,2018,29970,1,6.874505999999999
Tam O'Shanter-Sullivan,Homicide,2019,29970,2,6.771167999999999
Tam O'Shanter-Sullivan,Homicide,2020,29970,1,3.33667
Tam O'Shanter-Sullivan,Robbery,2014,29970,27,95.626
Tam O'Shanter-Sullivan,Robbery,2016,29970,24,85.0039
Tam O'Shanter-Sullivan,Robbery,2017,29970,27,94.23755
Tam O'Shanter-Sullivan,Robbery,2018,29970,17,58.4333
Tam O'Shanter-Sullivan,Robbery,2019,29970,31,104.9531
Tam O'Shanter-Sullivan,Robbery,2020,29970,18,60.06006
Tam O'Shanter-Sullivan,Shootings,2015,29970,3,10.64509
Tam O'Shanter-Sullivan,Shootings,2016,29970,2,7.083658
Tam O'Shanter-Sullivan,Shootings,2017,29970,2,6.9805589999999995
Tam O'Shanter-Sullivan,Shootings,2018,29970,4,13.74901
Tam O'Shanter-Sullivan,Shootings,2019,29970,2,6.771167999999999
Tam O'Shanter-Sullivan,Shootings,2020,29970,2,6.67334
Tam O'Shanter-Sullivan,Theft Over,2014,29970,4,14.16681
Tam O'Shanter-Sullivan,Theft Over,2015,29970,7,24.83855
Tam O'Shanter-Sullivan,Theft Over,2016,29970,8,28.334629999999997
Tam O'Shanter-Sullivan,Theft Over,2017,29970,8,27.92224
Tam O'Shanter-Sullivan,Theft Over,2018,29970,3,10.31176
Tam O'Shanter-Sullivan,Theft Over,2019,29970,3,10.15675
Tam O'Shanter-Sullivan,Theft Over,2020,29970,2,6.67334
Taylor-Massey,Assault,2014,16651,128,790.1722
Taylor-Massey,Assault,2015,16651,95,587.2172
Taylor-Massey,Assault,2016,16651,98,603.5598
Taylor-Massey,Assault,2017,16651,101,618.8347
Taylor-Massey,Assault,2018,16651,124,754.1661
Taylor-Massey,Assault,2019,16651,119,719.7291
Taylor-Massey,Assault,2020,16651,114,684.6436
Taylor-Massey,Auto Theft,2014,16651,12,74.07864000000001
Taylor-Massey,Auto Theft,2015,16651,9,55.6311
Taylor-Massey,Auto Theft,2016,16651,7,43.11141
Taylor-Massey,Auto Theft,2017,16651,5,30.63538
Taylor-Massey,Auto Theft,2018,16651,12,72.98383000000001
Taylor-Massey,Auto Theft,2019,16651,12,72.57772
Taylor-Massey,Auto Theft,2020,16651,14,84.07903
Taylor-Massey,Break and Enter,2014,16651,32,197.5431
Taylor-Massey,Break and Enter,2015,16651,71,438.8676
Taylor-Massey,Break and Enter,2016,16651,42,258.6685
Taylor-Massey,Break and Enter,2017,16651,27,165.43099999999998
Taylor-Massey,Break and Enter,2018,16651,41,249.3614
Taylor-Massey,Break and Enter,2019,16651,63,381.033
Taylor-Massey,Break and Enter,2020,16651,32,192.1806
Taylor-Massey,Homicide,2014,16651,0,0.0
Taylor-Massey,Homicide,2015,16651,1,6.181234
Taylor-Massey,Homicide,2016,16651,1,6.158773
Taylor-Massey,Homicide,2017,16651,1,6.127076000000001
Taylor-Massey,Homicide,2018,16651,0,6.0819849999999995
Taylor-Massey,Homicide,2019,16651,1,6.048143
Taylor-Massey,Homicide,2020,16651,0,0.0
Taylor-Massey,Robbery,2014,16651,24,148.1573
Taylor-Massey,Robbery,2016,16651,17,104.6991
Taylor-Massey,Robbery,2017,16651,18,110.2874
Taylor-Massey,Robbery,2018,16651,17,103.3937
Taylor-Massey,Robbery,2019,16651,14,84.67399999999999
Taylor-Massey,Robbery,2020,16651,26,156.1468
Taylor-Massey,Shootings,2015,16651,0,0.0
Taylor-Massey,Shootings,2016,16651,2,12.31755
Taylor-Massey,Shootings,2017,16651,3,18.38123
Taylor-Massey,Shootings,2018,16651,1,6.0819849999999995
Taylor-Massey,Shootings,2019,16651,2,12.09629
Taylor-Massey,Shootings,2020,16651,3,18.01694
Taylor-Massey,Theft Over,2014,16651,4,24.69288
Taylor-Massey,Theft Over,2015,16651,3,18.5437
Taylor-Massey,Theft Over,2016,16651,5,30.79387
Taylor-Massey,Theft Over,2017,16651,2,12.25415
Taylor-Massey,Theft Over,2018,16651,4,24.32794
Taylor-Massey,Theft Over,2019,16651,3,18.14443
Taylor-Massey,Theft Over,2020,16651,8,48.04516
The Beaches,Assault,2014,23364,88,399.2922
The Beaches,Assault,2015,23364,106,479.9203
The Beaches,Assault,2016,23364,81,364.717
The Beaches,Assault,2017,23364,114,506.5991
The Beaches,Assault,2018,23364,99,434.3629
The Beaches,Assault,2019,23364,82,355.1628
The Beaches,Assault,2020,23364,84,359.5275
The Beaches,Auto Theft,2014,23364,8,36.29929
The Beaches,Auto Theft,2015,23364,23,104.1337
The Beaches,Auto Theft,2016,23364,7,31.51875
The Beaches,Auto Theft,2017,23364,11,48.88237
The Beaches,Auto Theft,2018,23364,29,127.2376
The Beaches,Auto Theft,2019,23364,21,90.95634
The Beaches,Auto Theft,2020,23364,23,98.44205
The Beaches,Break and Enter,2014,23364,45,204.1835
The Beaches,Break and Enter,2015,23364,42,190.1571
The Beaches,Break and Enter,2016,23364,77,346.7063
The Beaches,Break and Enter,2017,23364,34,151.091
The Beaches,Break and Enter,2018,23364,43,188.6627
The Beaches,Break and Enter,2019,23364,58,251.2128
The Beaches,Break and Enter,2020,23364,66,282.4859
The Beaches,Homicide,2014,23364,0,0.0
The Beaches,Homicide,2015,23364,0,0.0
The Beaches,Homicide,2016,23364,0,0.0
The Beaches,Homicide,2017,23364,0,0.0
The Beaches,Homicide,2018,23364,0,0.0
The Beaches,Homicide,2019,23364,0,0.0
The Beaches,Homicide,2020,23364,0,0.0
The Beaches,Robbery,2014,23364,18,81.6734
The Beaches,Robbery,2016,23364,19,85.5509
The Beaches,Robbery,2017,23364,48,213.3049
The Beaches,Robbery,2018,23364,13,57.03756
The Beaches,Robbery,2019,23364,17,73.63132
The Beaches,Robbery,2020,23364,6,25.680529999999997
The Beaches,Shootings,2015,23364,0,0.0
The Beaches,Shootings,2016,23364,0,0.0
The Beaches,Shootings,2017,23364,0,0.0
The Beaches,Shootings,2018,23364,0,0.0
The Beaches,Shootings,2019,23364,2,8.662509
The Beaches,Shootings,2020,23364,0,0.0
The Beaches,Theft Over,2014,23364,8,36.29929
The Beaches,Theft Over,2015,23364,5,22.63775
The Beaches,Theft Over,2016,23364,3,13.50804
The Beaches,Theft Over,2017,23364,8,35.55082
The Beaches,Theft Over,2018,23364,6,26.32503
The Beaches,Theft Over,2019,23364,9,38.98129
The Beaches,Theft Over,2020,23364,10,42.80089
Thistletown-Beaumond Heights,Assault,2014,10948,61,576.4506
Thistletown-Beaumond Heights,Assault,2015,10948,56,527.2077
Thistletown-Beaumond Heights,Assault,2016,10948,46,430.8730000000001
Thistletown-Beaumond Heights,Assault,2017,10948,56,521.3667
Thistletown-Beaumond Heights,Assault,2018,10948,53,490.1961
Thistletown-Beaumond Heights,Assault,2019,10948,75,688.6419999999999
Thistletown-Beaumond Heights,Assault,2020,10948,56,511.5089
Thistletown-Beaumond Heights,Auto Theft,2014,10948,10,94.50009
Thistletown-Beaumond Heights,Auto Theft,2015,10948,14,131.8019
Thistletown-Beaumond Heights,Auto Theft,2016,10948,15,140.5021
Thistletown-Beaumond Heights,Auto Theft,2017,10948,22,204.8226
Thistletown-Beaumond Heights,Auto Theft,2018,10948,44,406.9552
Thistletown-Beaumond Heights,Auto Theft,2019,10948,51,468.2766
Thistletown-Beaumond Heights,Auto Theft,2020,10948,43,392.7658
Thistletown-Beaumond Heights,Break and Enter,2014,10948,22,207.9002
Thistletown-Beaumond Heights,Break and Enter,2015,10948,23,216.5317
Thistletown-Beaumond Heights,Break and Enter,2016,10948,23,215.4365
Thistletown-Beaumond Heights,Break and Enter,2017,10948,17,158.27200000000002
Thistletown-Beaumond Heights,Break and Enter,2018,10948,16,147.9837
Thistletown-Beaumond Heights,Break and Enter,2019,10948,14,128.5465
Thistletown-Beaumond Heights,Break and Enter,2020,10948,10,91.34088
Thistletown-Beaumond Heights,Homicide,2014,10948,0,0.0
Thistletown-Beaumond Heights,Homicide,2015,10948,0,0.0
Thistletown-Beaumond Heights,Homicide,2016,10948,0,0.0
Thistletown-Beaumond Heights,Homicide,2017,10948,0,0.0
Thistletown-Beaumond Heights,Homicide,2018,10948,2,0.0
Thistletown-Beaumond Heights,Homicide,2019,10948,0,0.0
Thistletown-Beaumond Heights,Homicide,2020,10948,0,0.0
Thistletown-Beaumond Heights,Robbery,2014,10948,19,179.5502
Thistletown-Beaumond Heights,Robbery,2016,10948,15,140.5021
Thistletown-Beaumond Heights,Robbery,2017,10948,23,214.1328
Thistletown-Beaumond Heights,Robbery,2018,10948,11,101.7388
Thistletown-Beaumond Heights,Robbery,2019,10948,10,91.81893
Thistletown-Beaumond Heights,Robbery,2020,10948,9,82.20679
Thistletown-Beaumond Heights,Shootings,2015,10948,1,9.414423
Thistletown-Beaumond Heights,Shootings,2016,10948,2,18.73361
Thistletown-Beaumond Heights,Shootings,2017,10948,2,18.62024
Thistletown-Beaumond Heights,Shootings,2018,10948,1,9.248982
Thistletown-Beaumond Heights,Shootings,2019,10948,3,27.545679999999997
Thistletown-Beaumond Heights,Shootings,2020,10948,1,9.134089
Thistletown-Beaumond Heights,Theft Over,2014,10948,1,9.450009
Thistletown-Beaumond Heights,Theft Over,2015,10948,3,28.243270000000003
Thistletown-Beaumond Heights,Theft Over,2016,10948,1,9.366804
Thistletown-Beaumond Heights,Theft Over,2017,10948,4,37.24048
Thistletown-Beaumond Heights,Theft Over,2018,10948,2,18.49796
Thistletown-Beaumond Heights,Theft Over,2019,10948,3,27.545679999999997
Thistletown-Beaumond Heights,Theft Over,2020,10948,5,45.67044
Thorncliffe Park,Assault,2014,23518,86,409.5238
Thorncliffe Park,Assault,2015,23518,104,486.3904
Thorncliffe Park,Assault,2016,23518,88,403.4846
Thorncliffe Park,Assault,2017,23518,98,441.4812
Thorncliffe Park,Assault,2018,23518,94,415.1943
Thorncliffe Park,Assault,2019,23518,119,516.0898
Thorncliffe Park,Assault,2020,23518,94,399.6938
Thorncliffe Park,Auto Theft,2014,23518,12,57.14286
Thorncliffe Park,Auto Theft,2015,23518,11,51.44514
Thorncliffe Park,Auto Theft,2016,23518,4,18.34021
Thorncliffe Park,Auto Theft,2017,23518,9,40.54419
Thorncliffe Park,Auto Theft,2018,23518,12,53.003530000000005
Thorncliffe Park,Auto Theft,2019,23518,15,65.05334
Thorncliffe Park,Auto Theft,2020,23518,20,85.04124
Thorncliffe Park,Break and Enter,2014,23518,34,161.9048
Thorncliffe Park,Break and Enter,2015,23518,27,126.2744
Thorncliffe Park,Break and Enter,2016,23518,24,110.0413
Thorncliffe Park,Break and Enter,2017,23518,19,85.5933
Thorncliffe Park,Break and Enter,2018,23518,24,106.0071
Thorncliffe Park,Break and Enter,2019,23518,28,121.4329
Thorncliffe Park,Break and Enter,2020,23518,41,174.3345
Thorncliffe Park,Homicide,2014,23518,3,14.2857142857143
Thorncliffe Park,Homicide,2015,23518,2,9.353662
Thorncliffe Park,Homicide,2016,23518,1,4.585051999999999
Thorncliffe Park,Homicide,2017,23518,4,18.01964
Thorncliffe Park,Homicide,2018,23518,0,0.0
Thorncliffe Park,Homicide,2019,23518,0,0.0
Thorncliffe Park,Homicide,2020,23518,2,8.504125
Thorncliffe Park,Robbery,2014,23518,16,76.19048000000001
Thorncliffe Park,Robbery,2016,23518,15,68.77579
Thorncliffe Park,Robbery,2017,23518,9,40.54419
Thorncliffe Park,Robbery,2018,23518,4,17.667839999999998
Thorncliffe Park,Robbery,2019,23518,13,56.379569999999994
Thorncliffe Park,Robbery,2020,23518,5,21.26031
Thorncliffe Park,Shootings,2015,23518,2,9.353662
Thorncliffe Park,Shootings,2016,23518,1,4.585051999999999
Thorncliffe Park,Shootings,2017,23518,2,9.009821
Thorncliffe Park,Shootings,2018,23518,3,13.25088
Thorncliffe Park,Shootings,2019,23518,8,34.69512
Thorncliffe Park,Shootings,2020,23518,9,38.26856
Thorncliffe Park,Theft Over,2014,23518,9,42.85714
Thorncliffe Park,Theft Over,2015,23518,6,28.060990000000004
Thorncliffe Park,Theft Over,2016,23518,11,50.43558
Thorncliffe Park,Theft Over,2017,23518,9,40.54419
Thorncliffe Park,Theft Over,2018,23518,4,17.667839999999998
Thorncliffe Park,Theft Over,2019,23518,5,21.68445
Thorncliffe Park,Theft Over,2020,23518,3,12.75619
Trinity-Bellwoods,Assault,2014,18270,118,680.6252
Trinity-Bellwoods,Assault,2015,18270,115,666.319
Trinity-Bellwoods,Assault,2016,18270,130,754.8046
Trinity-Bellwoods,Assault,2017,18270,136,778.0319999999999
Trinity-Bellwoods,Assault,2018,18270,126,709.7792
Trinity-Bellwoods,Assault,2019,18270,117,649.4948
Trinity-Bellwoods,Assault,2020,18270,105,574.7126
Trinity-Bellwoods,Auto Theft,2014,18270,13,74.98414
Trinity-Bellwoods,Auto Theft,2015,18270,17,98.49934
Trinity-Bellwoods,Auto Theft,2016,18270,21,121.93
Trinity-Bellwoods,Auto Theft,2017,18270,16,91.53318
Trinity-Bellwoods,Auto Theft,2018,18270,18,101.397
Trinity-Bellwoods,Auto Theft,2019,18270,24,133.2297
Trinity-Bellwoods,Auto Theft,2020,18270,13,71.1549
Trinity-Bellwoods,Break and Enter,2014,18270,67,386.4567
Trinity-Bellwoods,Break and Enter,2015,18270,55,318.6743
Trinity-Bellwoods,Break and Enter,2016,18270,46,267.0847
Trinity-Bellwoods,Break and Enter,2017,18270,69,394.7368
Trinity-Bellwoods,Break and Enter,2018,18270,63,354.8896
Trinity-Bellwoods,Break and Enter,2019,18270,110,610.6362
Trinity-Bellwoods,Break and Enter,2020,18270,86,470.717
Trinity-Bellwoods,Homicide,2014,18270,0,0.0
Trinity-Bellwoods,Homicide,2015,18270,0,0.0
Trinity-Bellwoods,Homicide,2016,18270,1,5.80619
Trinity-Bellwoods,Homicide,2017,18270,0,0.0
Trinity-Bellwoods,Homicide,2018,18270,0,0.0
Trinity-Bellwoods,Homicide,2019,18270,0,0.0
Trinity-Bellwoods,Homicide,2020,18270,2,10.94691
Trinity-Bellwoods,Robbery,2014,18270,23,132.6642
Trinity-Bellwoods,Robbery,2016,18270,18,104.5114
Trinity-Bellwoods,Robbery,2017,18270,19,108.6957
Trinity-Bellwoods,Robbery,2018,18270,14,78.86435999999999
Trinity-Bellwoods,Robbery,2019,18270,18,99.92228
Trinity-Bellwoods,Robbery,2020,18270,20,109.4691
Trinity-Bellwoods,Shootings,2015,18270,3,17.38223
Trinity-Bellwoods,Shootings,2016,18270,4,23.22476
Trinity-Bellwoods,Shootings,2017,18270,3,17.162470000000003
Trinity-Bellwoods,Shootings,2018,18270,0,0.0
Trinity-Bellwoods,Shootings,2019,18270,1,5.551238
Trinity-Bellwoods,Shootings,2020,18270,1,5.473454
Trinity-Bellwoods,Theft Over,2014,18270,11,63.44812
Trinity-Bellwoods,Theft Over,2015,18270,7,40.55855
Trinity-Bellwoods,Theft Over,2016,18270,2,11.61238
Trinity-Bellwoods,Theft Over,2017,18270,6,34.324940000000005
Trinity-Bellwoods,Theft Over,2018,18270,8,45.06535
Trinity-Bellwoods,Theft Over,2019,18270,2,11.10248
Trinity-Bellwoods,Theft Over,2020,18270,8,43.78763
University,Assault,2014,8433,136,1697.03
University,Assault,2015,8433,157,1973.85
University,Assault,2016,8433,154,1943.953
University,Assault,2017,8433,158,1964.685
University,Assault,2018,8433,139,1700.7220000000002
University,Assault,2019,8433,137,1649.013
University,Assault,2020,8433,86,1019.803
University,Auto Theft,2014,8433,9,112.3035
University,Auto Theft,2015,8433,11,138.2952
University,Auto Theft,2016,8433,13,164.1
University,Auto Theft,2017,8433,9,111.9125
University,Auto Theft,2018,8433,11,134.5895
University,Auto Theft,2019,8433,15,180.5489
University,Auto Theft,2020,8433,7,83.00723
University,Break and Enter,2014,8433,73,910.9059
University,Break and Enter,2015,8433,60,754.3375
University,Break and Enter,2016,8433,51,643.7768
University,Break and Enter,2017,8433,64,795.822
University,Break and Enter,2018,8433,73,893.1849
University,Break and Enter,2019,8433,92,1107.366
University,Break and Enter,2020,8433,60,711.4906
University,Homicide,2014,8433,0,0.0
University,Homicide,2015,8433,0,0.0
University,Homicide,2016,8433,0,0.0
University,Homicide,2017,8433,0,0.0
University,Homicide,2018,8433,0,12.23541
University,Homicide,2019,8433,1,12.03659
University,Homicide,2020,8433,0,0.0
University,Robbery,2014,8433,53,661.3427
University,Robbery,2016,8433,38,479.6768
University,Robbery,2017,8433,24,298.4332
University,Robbery,2018,8433,23,281.4144
University,Robbery,2019,8433,13,156.4757
University,Robbery,2020,8433,13,154.1563
University,Shootings,2015,8433,0,0.0
University,Shootings,2016,8433,0,0.0
University,Shootings,2017,8433,1,12.43472
University,Shootings,2018,8433,0,0.0
University,Shootings,2019,8433,1,12.03659
University,Shootings,2020,8433,0,0.0
University,Theft Over,2014,8433,7,87.34715
University,Theft Over,2015,8433,10,125.7229
University,Theft Over,2016,8433,7,88.36153
University,Theft Over,2017,8433,4,49.73887
University,Theft Over,2018,8433,20,244.7082
University,Theft Over,2019,8433,8,96.29273
University,Theft Over,2020,8433,5,59.29088
Victoria Village,Assault,2014,19005,105,586.3301
Victoria Village,Assault,2015,19005,131,730.5376
Victoria Village,Assault,2016,19005,129,715.5139
Victoria Village,Assault,2017,19005,79,432.7108
Victoria Village,Assault,2018,19005,111,599.7731
Victoria Village,Assault,2019,19005,125,666.2403
Victoria Village,Assault,2020,19005,113,594.5804
Victoria Village,Auto Theft,2014,19005,20,111.6819
Victoria Village,Auto Theft,2015,19005,14,78.07271999999999
Victoria Village,Auto Theft,2016,19005,20,110.9324
Victoria Village,Auto Theft,2017,19005,11,60.25086
Victoria Village,Auto Theft,2018,19005,12,64.84033000000001
Victoria Village,Auto Theft,2019,19005,16,85.27875999999999
Victoria Village,Auto Theft,2020,19005,16,84.18836999999999
Victoria Village,Break and Enter,2014,19005,39,217.7798
Victoria Village,Break and Enter,2015,19005,46,256.5247
Victoria Village,Break and Enter,2016,19005,22,122.0256
Victoria Village,Break and Enter,2017,19005,32,175.2752
Victoria Village,Break and Enter,2018,19005,36,194.521
Victoria Village,Break and Enter,2019,19005,59,314.4654
Victoria Village,Break and Enter,2020,19005,34,178.9003
Victoria Village,Homicide,2014,19005,0,0.0
Victoria Village,Homicide,2015,19005,0,0.0
Victoria Village,Homicide,2016,19005,1,5.546619000000001
Victoria Village,Homicide,2017,19005,0,0.0
Victoria Village,Homicide,2018,19005,0,5.403361
Victoria Village,Homicide,2019,19005,1,5.329922
Victoria Village,Homicide,2020,19005,0,0.0
Victoria Village,Robbery,2014,19005,8,44.67277
Victoria Village,Robbery,2016,19005,12,66.55943
Victoria Village,Robbery,2017,19005,11,60.25086
Victoria Village,Robbery,2018,19005,13,70.24369
Victoria Village,Robbery,2019,19005,13,69.28899
Victoria Village,Robbery,2020,19005,11,57.87951
Victoria Village,Shootings,2015,19005,0,0.0
Victoria Village,Shootings,2016,19005,3,16.639860000000002
Victoria Village,Shootings,2017,19005,1,5.4773510000000005
Victoria Village,Shootings,2018,19005,2,10.80672
Victoria Village,Shootings,2019,19005,6,31.97953
Victoria Village,Shootings,2020,19005,4,21.04709
Victoria Village,Theft Over,2014,19005,5,27.92048
Victoria Village,Theft Over,2015,19005,6,33.459740000000004
Victoria Village,Theft Over,2016,19005,4,22.18648
Victoria Village,Theft Over,2017,19005,5,27.38675
Victoria Village,Theft Over,2018,19005,3,16.210079999999998
Victoria Village,Theft Over,2019,19005,5,26.64961
Victoria Village,Theft Over,2020,19005,5,26.30887
Waterfront Communities-The Island,Assault,2014,87808,708,1173.429
Waterfront Communities-The Island,Assault,2015,87808,806,1245.48
Waterfront Communities-The Island,Assault,2016,87808,866,1246.833
Waterfront Communities-The Island,Assault,2017,87808,869,1176.725
Waterfront Communities-The Island,Assault,2018,87808,897,1143.316
Waterfront Communities-The Island,Assault,2019,87808,831,1000.349
Waterfront Communities-The Island,Assault,2020,87808,757,862.1082
Waterfront Communities-The Island,Auto Theft,2014,87808,55,91.15619
Waterfront Communities-The Island,Auto Theft,2015,87808,43,66.44621
Waterfront Communities-The Island,Auto Theft,2016,87808,38,54.7109
Waterfront Communities-The Island,Auto Theft,2017,87808,60,81.24687
Waterfront Communities-The Island,Auto Theft,2018,87808,61,77.75059
Waterfront Communities-The Island,Auto Theft,2019,87808,61,73.43115999999999
Waterfront Communities-The Island,Auto Theft,2020,87808,67,76.30284
Waterfront Communities-The Island,Break and Enter,2014,87808,160,265.1816
Waterfront Communities-The Island,Break and Enter,2015,87808,188,290.509
Waterfront Communities-The Island,Break and Enter,2016,87808,213,306.66900000000004
Waterfront Communities-The Island,Break and Enter,2017,87808,258,349.3615
Waterfront Communities-The Island,Break and Enter,2018,87808,335,426.9909
Waterfront Communities-The Island,Break and Enter,2019,87808,337,405.6771
Waterfront Communities-The Island,Break and Enter,2020,87808,351,399.7358
Waterfront Communities-The Island,Homicide,2014,87808,1,1.65738530893662
Waterfront Communities-The Island,Homicide,2015,87808,1,1.545261
Waterfront Communities-The Island,Homicide,2016,87808,0,0.0
Waterfront Communities-The Island,Homicide,2017,87808,2,2.708229
Waterfront Communities-The Island,Homicide,2018,87808,3,1.2746
Waterfront Communities-The Island,Homicide,2019,87808,1,1.203789
Waterfront Communities-The Island,Homicide,2020,87808,3,3.4165449999999997
Waterfront Communities-The Island,Robbery,2014,87808,72,119.3317
Waterfront Communities-The Island,Robbery,2016,87808,72,103.6628
Waterfront Communities-The Island,Robbery,2017,87808,72,97.49624
Waterfront Communities-The Island,Robbery,2018,87808,116,147.8536
Waterfront Communities-The Island,Robbery,2019,87808,93,111.9524
Waterfront Communities-The Island,Robbery,2020,87808,83,94.52441
Waterfront Communities-The Island,Shootings,2015,87808,7,10.81682
Waterfront Communities-The Island,Shootings,2016,87808,8,11.51808
Waterfront Communities-The Island,Shootings,2017,87808,14,18.9576
Waterfront Communities-The Island,Shootings,2018,87808,17,21.6682
Waterfront Communities-The Island,Shootings,2019,87808,10,12.0379
Waterfront Communities-The Island,Shootings,2020,87808,9,10.24964
Waterfront Communities-The Island,Theft Over,2014,87808,46,76.23971999999999
Waterfront Communities-The Island,Theft Over,2015,87808,47,72.62725
Waterfront Communities-The Island,Theft Over,2016,87808,58,83.5061
Waterfront Communities-The Island,Theft Over,2017,87808,52,70.41396
Waterfront Communities-The Island,Theft Over,2018,87808,60,76.47599
Waterfront Communities-The Island,Theft Over,2019,87808,75,90.28422
Waterfront Communities-The Island,Theft Over,2020,87808,56,63.77551
West Hill,Assault,2014,29669,347,1245.022
West Hill,Assault,2015,29669,395,1410.714
West Hill,Assault,2016,29669,422,1496.03
West Hill,Assault,2017,29669,412,1442.678
West Hill,Assault,2018,29669,425,1468.201
West Hill,Assault,2019,29669,445,1518.305
West Hill,Assault,2020,29669,336,1132.495
West Hill,Auto Theft,2014,29669,24,86.11101
West Hill,Auto Theft,2015,29669,17,60.714290000000005
West Hill,Auto Theft,2016,29669,15,53.1764
West Hill,Auto Theft,2017,29669,32,112.0527
West Hill,Auto Theft,2018,29669,27,93.27392
West Hill,Auto Theft,2019,29669,44,150.1245
West Hill,Auto Theft,2020,29669,54,182.0082
West Hill,Break and Enter,2014,29669,89,319.3283
West Hill,Break and Enter,2015,29669,66,235.7143
West Hill,Break and Enter,2016,29669,72,255.2467
West Hill,Break and Enter,2017,29669,87,304.6432
West Hill,Break and Enter,2018,29669,103,355.8227
West Hill,Break and Enter,2019,29669,77,262.7179
West Hill,Break and Enter,2020,29669,57,192.1197
West Hill,Homicide,2014,29669,0,0.0
West Hill,Homicide,2015,29669,2,7.142857000000001
West Hill,Homicide,2016,29669,0,0.0
West Hill,Homicide,2017,29669,0,0.0
West Hill,Homicide,2018,29669,1,6.909178999999999
West Hill,Homicide,2019,29669,2,6.823842999999999
West Hill,Homicide,2020,29669,2,6.7410429999999995
West Hill,Robbery,2014,29669,63,226.0414
West Hill,Robbery,2016,29669,77,272.9722
West Hill,Robbery,2017,29669,66,231.1086
West Hill,Robbery,2018,29669,52,179.6387
West Hill,Robbery,2019,29669,73,249.0703
West Hill,Robbery,2020,29669,36,121.3388
West Hill,Shootings,2015,29669,1,3.571429
West Hill,Shootings,2016,29669,6,21.27056
West Hill,Shootings,2017,29669,3,10.50494
West Hill,Shootings,2018,29669,5,17.27295
West Hill,Shootings,2019,29669,8,27.29537
West Hill,Shootings,2020,29669,7,23.59365
West Hill,Theft Over,2014,29669,7,25.11571
West Hill,Theft Over,2015,29669,6,21.42857
West Hill,Theft Over,2016,29669,8,28.36075
West Hill,Theft Over,2017,29669,10,35.016459999999995
West Hill,Theft Over,2018,29669,5,17.27295
West Hill,Theft Over,2019,29669,4,13.64769
West Hill,Theft Over,2020,29669,9,30.33469
West Humber-Clairville,Assault,2014,37133,289,831.7504
West Humber-Clairville,Assault,2015,37133,307,888.3873
West Humber-Clairville,Assault,2016,37133,296,859.9901
West Humber-Clairville,Assault,2017,37133,303,863.6169
West Humber-Clairville,Assault,2018,37133,316,883.3478
West Humber-Clairville,Assault,2019,37133,256,702.0238
West Humber-Clairville,Assault,2020,37133,248,667.8696
West Humber-Clairville,Auto Theft,2014,37133,306,880.6769
West Humber-Clairville,Auto Theft,2015,37133,260,752.3801
West Humber-Clairville,Auto Theft,2016,37133,320,929.7191
West Humber-Clairville,Auto Theft,2017,37133,318,906.3702
West Humber-Clairville,Auto Theft,2018,37133,503,1406.088
West Humber-Clairville,Auto Theft,2019,37133,484,1327.264
West Humber-Clairville,Auto Theft,2020,37133,396,1066.437
West Humber-Clairville,Break and Enter,2014,37133,148,425.9483
West Humber-Clairville,Break and Enter,2015,37133,119,344.3586
West Humber-Clairville,Break and Enter,2016,37133,131,380.6037
West Humber-Clairville,Break and Enter,2017,37133,125,356.2776
West Humber-Clairville,Break and Enter,2018,37133,170,475.2188
West Humber-Clairville,Break and Enter,2019,37133,135,370.2079
West Humber-Clairville,Break and Enter,2020,37133,107,288.1534
West Humber-Clairville,Homicide,2014,37133,0,0.0
West Humber-Clairville,Homicide,2015,37133,3,8.681308999999999
West Humber-Clairville,Homicide,2016,37133,4,11.62149
West Humber-Clairville,Homicide,2017,37133,0,0.0
West Humber-Clairville,Homicide,2018,37133,2,5.590808999999999
West Humber-Clairville,Homicide,2019,37133,2,5.484561
West Humber-Clairville,Homicide,2020,37133,3,8.079067
West Humber-Clairville,Robbery,2014,37133,85,244.6325
West Humber-Clairville,Robbery,2016,37133,92,267.2942
West Humber-Clairville,Robbery,2017,37133,123,350.5772
West Humber-Clairville,Robbery,2018,37133,91,254.3818
West Humber-Clairville,Robbery,2019,37133,72,197.4442
West Humber-Clairville,Robbery,2020,37133,75,201.9767
West Humber-Clairville,Shootings,2015,37133,7,20.25639
West Humber-Clairville,Shootings,2016,37133,12,34.86446
West Humber-Clairville,Shootings,2017,37133,11,31.35243
